Date,Close,High,Low,Open,Volume
2009-01-02,14.872976303100586,14.924186524755868,14.17066229975861,14.287714633648939,50084000
2009-01-05,15.011970520019531,15.121706865105171,14.675444147000459,14.77786594507061,61475200
2009-01-06,15.187551498413086,15.363129959071937,15.077815134923,15.180235554797271,58083400
2009-01-07,14.273086547851562,14.843717874210755,14.251138706131274,14.770559797184049,72709900
2009-01-08,14.719350814819336,14.770561054484874,14.302350158883431,14.360876346411814,70255400
2009-01-09,14.280397415161133,14.851027143157362,14.199923419521147,14.75592265361591,49815300
2009-01-12,14.243821144104004,14.477927243124277,14.119452845870212,14.419399671838633,52163500
2009-01-13,14.499870300292969,14.624238569478452,14.280397540729773,14.280397540729773,65843500
2009-01-14,13.965818405151367,14.397449359797383,13.90729224496413,14.28771298386803,80257500
2009-01-15,14.075562477111816,14.119456772408697,13.548826747425798,13.951194144291918,96169800
2009-01-16,14.419397354125977,14.565713468073655,14.009714188595908,14.360871187621681,79634100
2009-01-20,13.519558906555176,14.353558639784396,13.439086288496183,14.23650489507536,89873000
2009-01-21,14.17797565460205,14.229187267314556,13.50492409377775,13.804872243884482,68340900
2009-01-22,12.517293930053711,13.300081785542123,12.488030154526777,13.204975910453209,222436600
2009-01-23,12.583135604858398,12.795292388772607,12.253925118161352,12.4148716920057,117020600
2009-01-26,12.897714614868164,13.02939882798559,12.605083805370425,12.648979473325412,92476500
2009-01-27,12.919661521911621,13.146450208579468,12.751398992944306,13.007451456149251,61695000
2009-01-28,13.197660446166992,13.395185335773176,12.992818217813204,13.022080595936018,64145500
2009-01-29,12.868453979492188,13.139136991778567,12.84650614253358,13.007454156148789,49192800
2009-01-30,12.509979248046875,13.014768263815315,12.509979248046875,12.978188540716872,62370900
2009-02-02,13.044034004211426,13.263506817795257,12.436824398230435,12.458772237738465,88871700
2009-02-03,13.534191131591797,13.614665147002055,12.875771301562152,13.058665776313392,86865100
2009-02-04,13.629294395446777,13.899978807236458,13.534189891256553,13.563453674314454,75618000
2009-02-05,13.929241180419922,14.002397839912032,13.351294081890167,13.541504466392091,75195200
2009-02-06,14.382818222045898,14.580344546258727,13.943871300030882,14.017029352929017,86746000
2009-02-09,14.221869468688965,14.463290029938571,14.090185272484891,14.36818415695848,52196400
2009-02-10,13.753665924072266,14.485243928445776,13.680509239934361,14.08287658419007,83953200
2009-02-11,14.053608894348145,14.258451181063585,13.841452057548151,13.856083948465095,58599000
2009-02-12,14.090189933776855,14.134084215241382,13.563454370080413,13.878031681845897,75323200
2009-02-13,13.965818405151367,14.243817317197308,13.929240078299491,14.097502614416081,47416000
2009-02-17,13.324980735778809,13.626984053764247,13.17766142727521,13.619617947844961,75853300
2009-02-18,13.347078323364258,13.590154185638626,13.2586864621095,13.42073656864542,54946900
2009-02-19,13.192397117614746,13.538595757458655,13.118737443940754,13.479668299507747,49195600
2009-02-20,13.258695602416992,13.398648893826248,13.008253461975983,13.089279273572174,69413800
2009-02-23,12.676779747009277,13.369178373751252,12.639950615722052,13.273421789439686,70803400
2009-02-24,12.647318840026855,12.779905982760964,12.050678102664904,12.544196131207675,122674500
2009-02-25,12.492630004882812,12.698876771875737,12.124333109857618,12.529460537350026,105894600
2009-02-26,12.094868659973145,12.581020391578585,12.094868659973145,12.558922074708887,83219500
2009-02-27,11.895992279052734,12.168532664856416,11.859163142701032,11.999116389732192,93428000
2009-03-02,11.630815505981445,11.969648665535424,11.579254167289717,11.756036502064692,80602100
2009-03-03,11.697110176086426,11.962283703615414,11.520327824400434,11.807599672743137,80476600
2009-03-04,11.873894691467285,12.080140091344608,11.7044777233998,11.873894691467285,69285100
2009-03-05,11.247787475585938,11.69710943320236,11.247787475585938,11.682377220262195,89708500
2009-03-06,11.255151748657227,11.505593723710795,10.953148438435159,11.30671378629623,92821400
2009-03-09,11.159394264221191,11.593984659235185,11.122565141229897,11.196224089682977,66479100
2009-03-10,12.139066696166992,12.242190793800717,11.233056569091739,11.321447749601226,95184200
2009-03-11,12.603118896484375,12.669412443141567,12.102234946159376,12.249552845999014,84522200
2009-03-12,12.529465675354004,12.551564003896276,12.139070300757618,12.529465675354004,93694100
2009-03-13,12.26428508758545,12.558922292929346,11.918086546923996,12.50736095761179,82965800
2009-03-16,11.969653129577637,12.492634222713352,11.962287020597207,12.38951150687062,67028900
2009-03-17,12.448439598083496,12.448439598083496,11.977019839226617,12.021215090384024,62481000
2009-03-18,12.492630004882812,12.684144558888852,12.22745719582466,12.544192750336912,70710700
2009-03-19,12.625222206115723,12.853567384725462,12.463172012696765,12.794639913942047,58994600
2009-03-20,12.566288948059082,13.000879371793825,12.433701848622574,12.757803491140587,81725500
2009-03-23,13.501768112182617,13.693282722880292,12.7504418867398,12.79463853878343,71600000
2009-03-24,13.207125663757324,13.413371006809829,13.140832116364441,13.288151422779968,50044100
2009-03-25,13.170293807983398,13.487029301411955,12.905121050064865,13.243953453771114,73927100
2009-03-26,13.8700590133667,13.906888135589904,13.347078172104228,13.383907294327432,63775100
2009-03-27,13.35444450378418,13.715376689374487,13.295517058064744,13.656449243655052,47670400
2009-03-30,12.875662803649902,13.08190962976262,12.720978737771535,13.067177412552805,49633000
2009-03-31,13.531233787536621,13.840603355499786,13.096643170518327,13.133472312323253,92423300
2009-04-01,14.223626136779785,14.26045667039744,13.391275746197593,13.428104874874046,96438900
2009-04-02,14.208903312683105,14.650858724913368,13.995290312488754,14.3635874259753,99082300
2009-04-03,13.811136245727539,14.10577353798144,13.575426411924418,14.091041322133387,81858400
2009-04-06,13.818498611450195,13.818498611450195,13.457567850565507,13.656448495830862,47476100
2009-04-07,13.818498611450195,14.098403612054693,13.722740639311596,13.818498611450195,65815200
2009-04-08,14.135232925415039,14.451968428411611,13.965815313503223,13.973181418798601,56408900
2009-04-09,14.48879623413086,14.510894548010109,14.157328550646152,14.326746147172116,55759600
2009-04-13,14.429877281188965,14.621391899189124,14.267827099008041,14.50353696579543,44444700
